CreditID;SubscriptionID;ActionType;ProcessingDate;CreditSource;Amount;NbrNewspapers
137878;901853;EN;22/01/2009;COM;0.6974;1
137879;901853;EN;22/01/2009;COM;0.6974;1
137880;901853;EN;22/01/2009;COM;0.6974;1
137881;901853;EN;22/01/2009;COM;0.6974;1
137882;901853;EN;22/01/2009;COM;0.6974;1
137883;901853;EN;28/01/2009;COM;0.6974;1
137884;901853;EN;28/01/2009;COM;0.6974;1
137885;901853;EN;28/01/2009;COM;0.6974;1
137941;90262;EN;27/10/2008;COM;0.8191;1
138367;906083;EN;06/01/2011;COM;2.59;1
138496;907357;EN;13/07/2009;COM;1.0132;1
138612;91254;CC;22/11/2006;COM;1;0
138915;915921;EN;19/03/2009;COM;0;1
139635;922406;EN;03/03/2009;COM;0.939;1
139771;92363;EN;11/10/2007;COM;0.8718;1
140125;92735;EN;25/03/2008;COM;0;1
140615;931050;EN;23/08/2010;COM;0.8783;1
140618;931086;EN;26/11/2010;COM;0.8783;1
140619;931086;EN;05/01/2011;COM;0.8783;1
140639;931262;EN;13/08/2010;COM;0.8783;1
140790;932673;EN;01/10/2010;COM;0.8783;1
140934;933480;EN;25/01/2011;COM;0.8783;1
141009;934223;PO;16/04/2010;SUB;223.9637;0
141613;93762;CC;01/12/2007;COM;1.2;0
141614;93762;CC;01/12/2007;COM;1;0
141627;937718;CC;07/05/2010;SUB;199.3716;0
141664;937931;EN;05/06/2009;COM;1.0132;1
141776;93862;CC;03/03/2008;COM;1;0
141777;93862;CC;03/03/2008;COM;1.2;0
142020;939893;EN;19/03/2009;COM;0;1
142181;94083;CC;23/08/2007;COM;1;0
142182;94083;CC;23/08/2007;COM;1.2;0
142458;942816;EN;14/01/2010;COM;0.8191;1
142459;942816;EN;14/01/2010;COM;0.8191;1
142460;942816;EN;14/01/2010;COM;0.8191;1
142461;942816;EN;14/01/2010;COM;0.8191;1
142761;94469;CC;23/08/2007;COM;1;0
142762;94469;CC;23/08/2007;COM;1.2;0
143647;95126;CC;01/12/2007;COM;1.2;0
143648;95126;CC;01/12/2007;COM;1;0
143691;951910;EN;09/06/2010;COM;0;1
144326;96493;EN;02/03/2009;COM;0.7428;1
144327;96494;CC;22/11/2006;COM;21.09;0
144328;96494;CC;22/11/2006;COM;21.85;0
144329;96494;CC;22/11/2006;COM;20.34;0
144330;96494;CC;07/01/2008;COM;23.19;0
144331;96494;EN;08/10/2007;SUB;0;1
145177;971366;EN;29/07/2010;COM;0.8783;1
146290;979336;PO;30/04/2009;SUB;102.3157;0
146778;98255;CC;01/12/2007;COM;1;0
146779;98255;CC;01/12/2007;COM;1.2;0
146792;982675;CC;16/03/2009;SUB;45.375;0
146841;983093;CC;14/12/2010;SUB;16.5;0
147474;98724;CC;01/12/2007;COM;1;0
147475;98724;CC;01/12/2007;COM;1.2;0
147476;98726;CC;01/12/2007;COM;1.2;0
147477;98726;CC;01/12/2007;COM;1;0
147896;994526;EN;05/10/2010;COM;0.8783;1
147897;994526;EN;05/10/2010;COM;0.8783;1
148021;99688;CC;02/06/2008;COM;1;0
